Date,Content,positive_score,negative_score,neutral_score,prediction
2020/4/30,yes yes yes yes yes please also we sat next to each other at an apple event years ago and was so nervous and you held my hand could feel your warmth just in the way you held my hand for those brief seconds and it calmed in way ever since thank for all do,0.09181416,0.018979611,0.889206231,neutral
2020/5/12,when is apple gonna release mask with speaker in it that somehow connects with ear buds ,0.034013555,0.028779125,0.937207282,neutral
2020/5/14, but ummm apple google amazon am available tho ,0.036164224,0.016991736,0.946843982,neutral
2020/5/20,the covid exposure notification technology we built jointly with apple is now available to public health agencies in support of their contact tracing efforts our goal is to empower them with another tool to help combat the virus while protecting user privacy ,0.532289565,0.008981602,0.45872885,positive
2020/5/21, apple is seeking an executive to lead original podcast effort apple is buying original podcasts that would be exclusive apple new podcasts will help promote tv video service apple faces threat from spotify push into exclusive podcasts aapl spot,0.232673004,0.00955013,0.757776856,neutral
2020/5/21,hey aapl call me we have some great shows and actually own the rights to them,0.119856916,0.009713369,0.870429695,neutral
2020/5/24,here my first digit bounty from apple blog post will be up next week bugbounty ,0.199376136,0.021220265,0.779403627,neutral
2020/5/25, kwabenaxii apple and give us separate volume button for facetime and media ,0.039379612,0.016911808,0.943708599,neutral
2020/5/25,if you are one of the people my year old son sent apple pay request to this evening from my phone please ignore did not even know this was thing you could do but am sure if you received it you are quite confused ,0.109807178,0.014788315,0.875404477,neutral
2020/5/27,our new mini album is out now check out fantasia now on apple music monsta_x monstax_fantasia _,0.059673496,0.014092688,0.926233828,neutral
2020/6/13, apple do know blackpink ,0.054330707,0.018356031,0.927313209,neutral
2020/6/13,saw blackpink rose is using apple and decided to buy few things as well ,0.059525501,0.014312428,0.926162064,neutral
2020/6/13, have been loyal android user for years now but seeing my favorite artist rose of ygofficialblink so clear and amazing selfie using an apple iphone made me change my smartphone so immediately went out and bought one thank you rose this has so many cool features ,0.187077865,0.011601328,0.801320791,neutral
2020/6/19, think apple just called the uk government ,0.030923165,0.051135603,0.917941272,neutral
2020/6/20,rally programming starting now here the scene outside ,0.042036019,0.02315126,0.934812665,neutral
2020/6/20, saw more people in line at my local apple store ,0.344409257,0.036162209,0.619428515,neutral
2020/6/22, finally unveils the latest ios which completely redesigns the way we use the iphone nwill you be upgrading ,0.101417296,0.010625745,0.887957037,neutral
2020/6/28,dear federalreserve how does buying aapl bonds in your bond buying index which allows the company to fund record buybacks help the us middle class ,0.209681764,0.008461272,0.781856954,neutral
2020/6/29, thirteen years ago today the st iphone went on sale it seems like it is been around even longer the wsj knew it was big deal and gave major play to my review one of the first few made possible by apple written with my colleague katieboehret ,0.195438191,0.011182825,0.793379009,neutral
2020/6/29,innovation has nothing to do with how many amp dollars you have when aapl came up with the mac ibm was spending at least times more on amp it not about money it about the people you have how you re lead and how much you get jobs tsla amp elonmusk ,0.041647956,0.021549102,0.936802983,neutral
2020/6/30, just finished my first day at apple ,0.096010193,0.052302811,0.851687014,neutral
2020/7/2,thank you presidenttrump for signing an executive order banning h bvisas hi tech jobs should go to americans instead of foreign nationals shame on you apple and ceo timcook realdonaldtrump apple foxnews tuckercarlson,0.052163035,0.096068122,0.851768851,neutral
2020/7/5, g_today gfriend of the sirens apple ootd ,0.267144829,0.027105613,0.705749512,neutral
2020/7/5, g_paper gfriend of the sirens apple wallpaper ,0.093261823,0.040829815,0.865908384,neutral
2020/7/6,after years at apple am pumped that today is my first day at tesla nlet accelerate the world transition to sustainable energy ,0.258568853,0.00982327,0.731607914,neutral
2020/7/6,big tech returns in aapl googl amzn qqq nbig tech returns ytd in aapl googl amzn qqq ndata via ycharts,0.078954957,0.019397076,0.901647985,neutral
2020/7/7,apple cash pile is so big it could repay all its billion of debt obligations and still have roughly billion left why does it take on debt in the first place ,0.038456693,0.210647628,0.750895679,neutral
2020/7/7,and maybe apple should make phones in america instead of in country which has concentration camps like china their stack of cash might be smaller but bet it would still be pretty big how do they rationalize not caring about that issue does anyone ever ask them ,0.037850767,0.044585165,0.917564154,neutral
2020/7/10,is buffett aapl position the greatest trade ever billion cost basis billion value today billion in profit in little over else come close on this scale ,0.250862598,0.017608531,0.731528878,neutral
2020/7/11, g_today gfriend of the sirens apple ootd ,0.267144829,0.027105613,0.705749512,neutral
2020/7/11, g_paper gfriend of the sirens apple wallpaper ,0.093261823,0.040829815,0.865908384,neutral
2020/7/13, gfriend of the sirens lt apple gt official apple _song_of_the_sirens ,0.072872728,0.030930197,0.896197081,neutral
2020/7/14,today in partnership the adcouncil apple ibm amp private sector leaders our pledgetoamericasworkers launched robust ad campaign website to connect all americans to new pathways amp jobs nnever been more critical time to explore new opportunities ,0.677960098,0.008851868,0.313187987,positive
2020/7/20,please take moment to appreciate my work by tagging donjazzy apple tundeeddnut instablog ja gossipmillnaija nor anybody that can help out with camera jacuzzi laycon tachaeverywhereugo bbnlockdown bbnaija ,0.101011366,0.012665493,0.886323154,neutral
2020/7/21, will you pledge that apple is slavefree ,0.037186258,0.036239192,0.926574528,neutral
2020/7/24,big win for pm narendramodi makeinindia campaign apple starts manufacturing flagship top of the line iphone in india at foxconn plant in chennai rsprasad indiatoday,0.436812908,0.011735896,0.551451206,neutral
2020/7/31,my very st aapl pick up coulda bought cartier bracelet instead turned to k could buy house to now put the bracelet in no maintenance or rehab necessary nya guru you should cash out ,0.077294923,0.030823194,0.891881824,neutral
2020/8/6, friend from college has had nearly of his net worth in aapl for the past years as professional investor have always told him he was too concentrated nhe just sold his stock and bought million apartment in nyc ni still rent fml,0.038480863,0.039703764,0.921815336,neutral
2020/8/7,some news of september you can find me in my brand new home at apple uf ff ni over the moon to be taking on the role of lead cultural curator for applemusic and host on beats ntime for another unforgettable chapter let us have some fun ,0.088467524,0.015953809,0.895578682,neutral
2020/8/13, apple sells billions in bonds even though they do not need to n federalreserve buys the bonds with taxpayer supported funds n then aapl buys back their own stock pushing price up making the rich americans understood this they would be burning down ,0.189468756,0.043612808,0.76691848,neutral
2020/8/13,apple gt fortnite napple has right to set the rules for their own platform epic games clearly broke those rules nif liljarviss is banned from fortnite for breaking rules then fortnitegame should be banned from apple for breaking rules ,0.022168277,0.490649313,0.487182379,negative
2020/8/16,hey apple no one says ducking literally no one fix this autocorrect suggestion please ,0.025752168,0.208038375,0.766209424,neutral
2020/8/17, sarahksilverman we are in sarah we are giving our employees election day off in the this year and partnering with to encourage employees to vote ,0.345724344,0.01013324,0.644142389,neutral
2020/8/17,who else is stepping up apple ibm facebook tmobile sprint generalelectric pfizer citi wellsfargo proctergamble,0.052038346,0.025327789,0.922633827,neutral
2020/8/19,how to build trillion dollar company apple ,0.07772892,0.011191032,0.911080003,neutral
2020/8/28,aapl just away from surpassing the entire russell this is absolute insanity ,0.294352621,0.015562778,0.690084577,neutral
2020/9/1,aapl is up one exxon in the past hours,0.82273376,0.030681877,0.146584377,positive
2020/9/1, am not selling until aapl market cap exceeds world gdp ,0.124794833,0.012357773,0.862847447,neutral
2020/9/3,every time someone has created platform that is advertising free people flock to it cable the app store appletv pay service streaming media then the creators stop slipping in the ads and it is all junk again steve jobs don make junk wise up apple ,0.024440678,0.057756323,0.91780299,neutral
2020/9/3,aapl is down quarter trillion dollars in hours ,0.009989901,0.919163704,0.070846431,negative
2020/9/4,in the past two days aapl has lost billion in value more than the market cap of companies in the amp p ,0.011282365,0.96820575,0.020511992,negative
2020/9/10,what was my guy trading ,0.03579301,0.082974471,0.88123256,neutral
2020/9/10,aapl amp tsla new investors when they realized they bought the top ,0.446730197,0.012200779,0.541069031,neutral
2020/9/15, hope apple can shed some light on how mueller team managed to unintentionally wipe their government issued my full letter to tim cook here ,0.070175797,0.033583198,0.896241009,neutral
2020/9/15,friendly competition is in our dna welcome to the world of digital fitness apple ,0.129880145,0.009713505,0.860406399,neutral
2020/9/16,looks like apple updated their ios messaging on the website ,0.0461291,0.021784961,0.932085872,neutral
2020/9/17,got that ios nice work apple super nice,0.185415804,0.013625301,0.800958872,neutral
2020/9/19,we need these heart emojis apple ,0.078873098,0.010170117,0.91095686,neutral
2020/9/23, have never been more bullish on teslas future its never been more clear the tesla team is the smartest in the world write this down in years tesla will be bigger than apple tsla aapl,0.161292508,0.012210948,0.826496601,neutral
2020/9/28,biggest mistakes of the apple aapl is only pc maker n s amazon amzn is only an online bookstore n s google goog googl is only search engine n s netflix nflx is only dvd rental company n s tesla tsla is only an automaker ,0.021239905,0.034586411,0.944173634,neutral
2020/9/30,maybe the worst designed product in the history of modern technology apple ,0.017188165,0.871402979,0.111408763,negative
2020/10/1,um so was just at the train station and was recording voice message to send to someone all of sudden my airpods cut out and my voice was playing over the train station tannoy um apple help ,0.033955518,0.200488806,0.76555568,neutral
2020/10/9,hello apple and mercedesbenz special anti robbery squad sars unit of policeng are harrassing and killing nigerian youths for owning an iphone and or driving benz npls lend your voice ,0.027102973,0.373368859,0.599528074,neutral
2020/10/9,dear apple nnigerian policemen kill young people for owning an mercedesbenz nnigerian policemen kill young people for buying your nike adidas nare you aware young people are killed for buying your trainers npls lend voice help ,0.026226478,0.389525175,0.584248364,neutral
2020/10/9,dear apple do you know youths in nigeria are being brutalized for merely using an iphone endsars endsarsnow endsarsprotests,0.043157775,0.484478742,0.472363472,negative
2020/10/9,dear google during the black lives matter protests you changed your avatar to support the movement it is only fair that you change your avatar to endsarsprotests in solidarity for the nigerian youths our lives matter rting this ,0.101287186,0.02471333,0.873999536,neutral
2020/10/9,dear apple during the black live matter protest you restricted us from streaming music as your part to support the movement it is only fair that you do the needful and support the endsarsprotest cos most of your customers are nigerians and they are killing us for using iphones,0.058053304,0.235467166,0.706479549,neutral
2020/10/12,if you bought aapl in instead of the original iphone for you would have today ,0.066498168,0.019381648,0.914120138,neutral
2020/10/13, new way to like the the like button and see the new ,0.116200171,0.014172608,0.869627237,neutral
2020/10/13,today apple launches iphone have said many nice things about it including being g apple nare you aware that the nigerian police kills young people for buying your phones nthis is the urgent message young nigerians have for you rt till apple see this ,0.065330841,0.023929104,0.910740018,neutral
2020/10/14,dear apple nwhen nigeria needed you most you failed to associate with us just one solidarity tweet would have made nigerians loyal to iphone alas many nigerians are now vowing to port to samsungmobile sarsmustgo endswat endsars sarsmustend endpolicebrutalityinniger,0.10341572,0.205881402,0.690702856,neutral
2020/10/15,who did this appleevent g apple gsfor g apple iphone memes ios iphone pro iphone iphone promax ,0.043834277,0.02106184,0.935103834,neutral
2020/11/1, pmcafrica apple samsungmobilesa imagine stepping out to the toilet only to get back to find your skrrr skrrr friend frying your phone for tik tok video u d u d u d u d,0.034586299,0.095230319,0.870183408,neutral
2020/11/1, pmcafrica apple samsungmobilesa why would you cook phone ,0.035797507,0.026488818,0.937713623,neutral
2020/11/1, pmcafrica apple samsungmobilesa yeah cuz in real life situation im just going to accidentally drop an iphone that came out in in boiling hot water and wait minutes to take it out nice ,0.029171923,0.322600961,0.648227096,neutral
2020/11/1, pmcafrica apple samsungmobilesa andriod users always tryna prove ,0.039056435,0.034525957,0.926417649,neutral
2020/11/1, lquanaty pmcafrica apple samsungmobilesa no iphone users are always in our faces about their phones as if we cannot afford them we can but we choose samsung huawei because they are way better than iphone overrated,0.141656801,0.012338931,0.846004307,neutral
2020/11/2, would like to give big fuck you to apple for making it so hard cancel app subscriptions that is intentional obviously even the instructions to cancel are written wrong ,0.02265754,0.410472006,0.566870451,neutral
2020/11/10,computer enhance nnice tools apple ,0.045170285,0.018891944,0.935937762,neutral
2020/11/13,anyone else iphone slowing down and glitching ever since the iphone came out apple seems like quite the coincidence,0.045230962,0.436253756,0.518515229,neutral
2020/11/20,biggest mistakes of the apple aapl is only pc maker n s amazon amzn is only an online bookstore n s google goog googl is only search engine n s netflix nflx is only dvd rental company n s tesla tsla is only an automaker ,0.021239905,0.034586411,0.944173634,neutral
2020/12/5,so apple let me get this straight you had fourth quarter of nearly billion dollars but my phone still changes fucking to ducking well fuck correction overridden you ,0.053488288,0.139576301,0.80693537,neutral
2020/12/7,new ca has partnered with google and apple to launch covid exposure notification app ca thursday you can opt in to get push notifications on your phone if you have been exposed to covid is private amp ,0.066954263,0.014086853,0.918958902,neutral
2020/12/8,pls apple can you all run me new computer this macbook is on it is last legs ,0.070656158,0.016120402,0.913223386,neutral
2020/12/8,apple airpods max ,0.079731368,0.018657442,0.901611209,neutral
2020/12/8,consider it done new apple macbook on the way my pleasure to help you bring us into dancing ,0.21930179,0.008145699,0.77255249,neutral
2020/12/8,sexy new apple headphones but they cost more than bose excellent noise cancelling over the ear headphones and cost more than sony also excellent wh xm headphones thats lot want bcause apple but dont think the price is entirely justifiable,0.141163856,0.016174428,0.842661738,neutral
2020/12/9,be careful when you buy apple products from apple store their service and policies are one sided and terrible apple applesupport,0.026377756,0.2876513,0.685970902,neutral
2020/12/14,when first bought apple stock no one had any idea steve jobs would invent the iphone imagine what elon can do that we do not know yet tsla tesla aapl,0.051887576,0.014263223,0.933849216,neutral
2020/12/16, fidel m fikay apple please stop this not even listening on my headphones ,0.035754807,0.192187831,0.772057355,neutral
2020/12/16,the king of privacy theft facebook is running ads attacking apple the leader in privacy protection all because apple is shifting to an opt in system from an opt out system for users to allow data sharing with advertisers fb must fear folks will not opt in wonder why ,0.041924071,0.620721042,0.337354928,negative
2020/12/17,hey apple and google what is missing for you to give us this new emoji nbom dia porraaaaaaa ,0.10896457,0.01237172,0.878663719,neutral
2020/12/17,this is prototype of the opt in panel apple plans to show users for every app not just facebook that wishes to track users it merely allows users to choose whether or not to okay tracking so if fb tracking is fair open and helpful why is it so afraid of this pop up ,0.03117083,0.033477884,0.935351253,neutral
2020/12/19,hey apple this is what people want ,0.057428606,0.029106898,0.913464427,neutral
2020/12/23,happily for tsla investors tim_cook missed the reincarnation of aapl when elonmusk approached him while experiencing production hell with the model an ev is the ultimate mobile device ,0.057615418,0.023834512,0.918550074,neutral
2020/12/27,anyone else not getting sound or text notifications on some texts from apple on their iphone just randomly will think they never text me back and look and they just without notifications anyone else am crazy ,0.020781651,0.334900737,0.644317627,neutral
2020/12/28, apple numbers do not lie integrate both features into the next phone ,0.036083181,0.01630765,0.947609186,neutral
2020/12/29,look apple type fuck way more than type duck cut the shit ,0.088319778,0.036058083,0.875622153,neutral
2020/12/31,yo apple explain this rn ,0.047017373,0.034879345,0.918103278,neutral
2020/12/31, tsla npeloton pton nmoderna mrna nzoom zm nbitcoin aapl amzn nnasdaq qqq msft googl ngold nsmall caps iwm ns amp spy nlt treasuries tlt nbonds agg noil ,0.056963276,0.056199137,0.886837542,neutral
2021/1/7,lin wood is directing people to shoot mike pence ,0.093156636,0.016853685,0.889989615,neutral
2021/1/8,good to see this development from apple googleplay what are you going to do about apps being used to organize violence on your platform ,0.041043177,0.025661284,0.933295548,neutral
2021/1/8,ok apple appstore your turn ban parler ,0.049666971,0.023509855,0.926823199,neutral
2021/1/8, aoc apple googleplay just broke apple has given parler an ultimatum to implement full moderation plan of its platform within the next hours or face expulsion from the app ,0.012834749,0.88022697,0.106938295,negative
2021/1/8,what are apple and googleplay doing about this ,0.027247472,0.076863915,0.895888567,neutral
2021/1/8,breaking apple has given parler an ultimatum to implement full moderation plan of its platform within the next hours or face expulsion from the app slpng_giants ,0.010876018,0.904291749,0.084832244,negative
2021/1/8,update the calls for violence over on parler are getting much much are now open calls for the murder of police officers and planning for violence on january th nthis obviously severely violates the law much less the appstore and googleplay ,0.018357536,0.849011421,0.132631004,negative
2021/1/8, googlestore remove parler from your stores ,0.01656219,0.567212343,0.416225493,negative
2021/1/9, want to be clear to twitter apple and all you leftist assholes do not care what you do you are irrelevant to my life amp happiness we are going to do as we damned well please comeandtakeit,0.036420059,0.052289169,0.911290705,neutral
2021/1/9, chiproytx twitter apple facebook hi if may when trying to strike an don care about you tone it is best not to come across as bitter and angry as if you do in fact care great deal ,0.034219757,0.543194711,0.422585577,negative
2021/1/9,today is the th anniversary of the unveiling of the apple iphone by steve jobs with its novel design that used ten finger multitouch instead of keyboard or stylus it was monumental day in tech history was there and was blown away ,0.066072576,0.047936562,0.885990918,neutral
2021/1/9, have been using apple products for forever any suggestions on phones comparable to the iphone do not want to support companies that censor conservatives ,0.031411856,0.237637788,0.730950296,neutral
2021/1/9,has apple appstore banned parler yet,0.022958314,0.728295982,0.24874565,negative
2021/1/9,this is is demanding that parler moderate their platform in is the right call as the calls for violence and death threats have gotten out of control on the policies are clear and unequivocal good that they are enforcing them ,0.154241219,0.177098423,0.668660343,neutral
2021/1/10,confirmed apple has suspended parler ,0.014970454,0.858382404,0.126647145,negative
2021/1/10, new from apple parler has not taken adequate measures to address the proliferation of these threats to people safety we have suspended parler from the app store until they resolve these issues ,0.010266072,0.911559522,0.078174509,negative
2021/1/10,now that parler is banned from the app store we call on apple to ban newsmax and oann apps immediately for spreading disinformation that led to the terrorist attack against the united states ,0.013658532,0.808550894,0.177790597,negative
2021/1/10,this is an incredibly exciting time to be tech entrepreneur more than half of our country amp world is looking for an alternative to apple and google elonmusk could overtake them bothvirtually overnight if he announced an phone with its own operating service ,0.201236323,0.010862576,0.787901104,neutral
2021/1/11,new parler ceo john matze says the site will likely be down longer than expected as more vendors drop following apple google amp says other companies with enough server space to host the site have also shut their posted abt min ago ,0.006235051,0.965838194,0.027926831,negative
2021/1/11,the internet was hell of lot safer before twitter apple google and facebook started protecting us from it ,0.06379056,0.026035495,0.910173953,neutral
2021/1/13,breaking feds say capitol attack coordinated in part on twitter apple google amazon declining to cut service to social media site involved in ,0.016041707,0.886522949,0.09743537,negative
2021/1/14,breaking today launched an investigation into google facebook twitter amazon amp apple investigating their policies amp practices regarding content moderation and for information related to parler social media app terminated or blocked ,0.013384419,0.837014198,0.149601504,negative
2021/1/15,dear apple have never once tried to type ducking please stop auto everyone ,0.035093099,0.367407978,0.597498953,neutral
2021/1/20,exciting day today my first day at uf ff apple,0.149390429,0.019345634,0.831263959,neutral
2021/1/24,yo speakerpelosi what do you think about the aapl strike jan calls for thx ,0.02965433,0.143381625,0.82696408,neutral
2021/1/26,they did it gme was the most traded equity on the planet today b in volume more than spy aapl and even the mighty tsla surreal ,0.64912355,0.016009355,0.33486709,positive
2021/1/27,breaking fed to keep printing until gamestop is bigger than aapl ,0.10658171,0.015273009,0.878145218,neutral
2021/1/27, am not crying you are crying wsb gme bb pltr tsla bbby nok kodk srne amc expr pton baba msft aapl amzn ,0.049758926,0.044133425,0.906107664,neutral
2021/1/28,so what if everyone buys aapl amp tsla are they gonna remove them from trading too ,0.019777577,0.360649556,0.619572818,neutral
2021/1/29, have been sitting on this all week but am excited to finally that am joining the worldwide developer relations team apple ,0.169276968,0.012380134,0.818342924,neutral
2021/1/29,there is levels to this gme tsla expr aapl msft sq pltr bbby kod nok baba nio amc amd ,0.084961005,0.020745624,0.894293368,neutral
2021/1/29,wall street koss nblockbuster bliaq ndogecoin doge ngamestop gme namc amc nexpress expr nnovavax nvax nvolatility index vix nnasdaq qqq spy aapl tsla ,0.069264218,0.014909782,0.915825963,neutral
2021/2/1,after almost year contracting for apple uf ff we are taking our relationship step forward and am joining as full time employee today ni ll continue working remotely as frontend engineer with my team in cupertino from forward to this new chapter ,0.218339995,0.009994548,0.771665454,neutral
2021/2/5, will continue to find you stocks under will help you find the next tsla aapl time to help our families and our loved ones enough of the struggles let us go ,0.420077384,0.010785396,0.569137216,neutral
2021/2/9, iwanimawocha biisi disney the voice over you ve been looking for nickelodeon nickafrica the female voice over you ve ever needed google the african hey google you should be integrating into well an extra voice shouldn be bad it black ,0.02903275,0.148098439,0.822868824,neutral
2021/2/12, btc about to pull tsla eth about to pull an aapl dot about to pull an amzn link about to pull googl xrp about to pull gme,0.0601728,0.03147788,0.908349335,neutral
2021/2/12,this is the earliest known apple prototype of an ipad laptop hybrid it is from and looks absolutely wild ,0.088284776,0.010655982,0.90105921,neutral
2021/2/23,we are going to see day when billion people have bar of digital gold on their phone and they are using it to store their life savings says michael_saylor btc ,0.091708668,0.01261811,0.895673275,neutral
2021/2/23, bitcoin is the dominant digital monetary network it reached trillion market cap faster than aapl amzn goog or msft and it is inevitable that billions of people will rely on it to store amp channel their monetary energy ,0.152820304,0.011466373,0.835713327,neutral
2021/3/3,it is now aapl goog vs fb nmy short is paying ,0.17044726,0.028785253,0.800767481,neutral
2021/3/4, hours of music that took me years to collect uploaded to the icloud now seemingly gone forever and no one at apple has been able to help am about to lose my goddamn mind please advise tim_cook stevewoz applemusic,0.025206491,0.164444223,0.810349286,neutral
2021/3/10,just in former country manager android at google nigeria and former head of content partnerships sub saharan africa at nyoutube tejuajani has joined apple as managing director for nigeria to oversee sales and business development ,0.06131769,0.016587257,0.922095001,neutral
2021/3/15,hell yeah apple franco pell curry ,0.115061209,0.060894042,0.824044704,neutral
2021/4/4,face id is so dumb apple bring the button back,0.033360545,0.331489056,0.635150433,neutral
2021/4/5, some super exciting personal news ni ll be joining apple full time this summer as machine learning engineer gonna be moving to the west coast amp working at my dream company in few short months ,0.106399298,0.014122985,0.879477739,neutral
2021/4/6,hey apple hate your airpods so much,0.029471004,0.718422353,0.252106726,negative
2021/4/14,the entire crypto market cap is now trillion according to crypto combined is currently valued the same as just one company apple aapl ,0.045627888,0.022849038,0.931523144,neutral
2021/4/16, kleverfriday giveaway nto celebrate apple pay integration as new payment method for buying klv amp crypto in klever we are giving away klv to klever winners nall you need to do is like rt follow klever_io ncrypto is difficult but it should not be ,0.041197497,0.028758774,0.930043757,neutral
2021/4/17,fire raging at apple store portland riot koinnews ,0.029616404,0.572154164,0.39822945,negative
2021/4/17,breaking antifa in portland have set the downtown apple store building on fire there was security staff there the business had only recently reopened following months of nightly rioting the store also turned itself into blm memorial portlandriots,0.017860293,0.876435697,0.105703987,negative
2021/4/19,hey apple why are you letting parler back on app store knowing full well they promote terrorism and are white supremacist hub with ties to russian money that is gross ,0.034099866,0.135968521,0.829931557,neutral
2021/4/20,it is nominee time the nominees for the th annual webby awards have officially been announced including apple bts_twt hulu trevornoah dualipa hbo theestallion and more vote now for your favorites ,0.036311723,0.025345376,0.938342869,neutral
2021/4/21,if apple does not collab with taylor swift for the iphone then what is the point of all these ,0.031338699,0.161744162,0.806917131,neutral
2021/4/22,you can now use apple pay and googlepay to buy bitcoin and other cryptos on gemini ,0.067350395,0.011025369,0.921624243,neutral
2021/4/24,thrilled to announce that will be joining apple as frameworks engineer nmore precisely will be joining the swiftui team to help build the future of app development beyond excited ,0.168994442,0.008544223,0.822461307,neutral
2021/4/26,breaking apple will build new b technology campus in wake county nc just approved m in economic incentives over years thousands of jobs coming starting salary k team coverage on wral ,0.551236033,0.017257927,0.431506038,positive
2021/4/26,welcome to north carolina apple ,0.09830039,0.014764962,0.886934578,neutral
2021/4/27, walkers_crisps there is only one emoji need bts_butter ,0.022583691,0.041741915,0.935674369,neutral
2021/4/27,petition for bts_butter emoji apple ,0.044996373,0.023168145,0.931835413,neutral
2021/4/29,q revenue growth yoy tsla aapl fb amzn googl nflx msft spy ,0.407710552,0.014138063,0.578151405,neutral
2021/4/29,men only want one thing and it is aapl call option,0.03085869,0.027739098,0.941402197,neutral
